"","Year","country_code","country_name","lfpr_female","family_benefits_exp","per_female_tertiary","position_guarantee","mandatory_leave_days","employment_services","epl_score","female_politicians"
"244",2016,"GRC","Greece",45.7019996643066,NA,48.51428,NA,19.7,72.3830032348633,NA,19.7
"245",2016,"HUN","Hungary",47.9620018005371,NA,54.34466,NA,10.1,64.5220031738281,NA,10.1
"246",2016,"IRL","Ireland",53.2410011291504,NA,51.46444,NA,24.3,74.838996887207,NA,24.3
"247",2016,"ITA","Italy",39.6349983215332,NA,55.97302,NA,30.1,69.9929962158203,NA,30.1
"248",2016,"LVA","Latvia",55.2799987792969,NA,59.10159,NA,18,68.1940002441406,NA,18
"249",2016,"LTU","Lithuania",55.859001159668,NA,56.87169,NA,21.3,66.8870010375977,NA,21.3
"250",2016,"LUX","Luxembourg",52.2400016784668,NA,50.97785,NA,28.3,86.9250030517578,NA,28.3
"251",2016,"MLT","Malta",42.3380012512207,NA,55.66059,NA,12.9,78.875,NA,12.9
"252",2016,"NLD","Netherlands",58.0200004577637,NA,51.93131,NA,36.4,81.2539978027344,NA,36.4
"253",2016,"POL","Poland",49.0200004577637,NA,59.03451,NA,24.8,57.9679985046387,NA,24.8
"254",2016,"PRT","Portugal",53.5750007629395,NA,53.06091,NA,34.8,68.5869979858398,NA,34.8
"255",2016,"ROU","Romania",44.476001739502,NA,53.89056,NA,12,47.015998840332,NA,12
"256",2016,"SVK","Slovak Republic",52.6529998779297,NA,59.2109,NA,20,60.6440010070801,NA,20
"257",2016,"SVN","Slovenia",52.0730018615723,NA,57.62766,NA,27.7,61.8030014038086,NA,27.7
"258",2016,"ESP","Spain",52.3019981384277,NA,53.26393,NA,38.6,76.1709976196289,NA,38.6
"259",2016,"SWE","Sweden",60.6660003662109,NA,59.3799,NA,43.6,79.9140014648438,NA,43.6
"260",2016,"GBR","United Kingdom",56.773998260498,NA,56.39339,NA,27.3,80.4189987182617,NA,27.3
"261",2016,"USA","United States",55.9900016784668,NA,56.06952,NA,19.5,79.5490036010742,NA,19.5
"262",2017,"AUT","Austria",54.951000213623,NA,NA,"No",33.6,70.0719985961914,NA,33.6
"263",2017,"BEL","Belgium",47.8079986572266,NA,NA,"Yes",41.4,77.3880004882813,NA,41.4
"264",2017,"BGR","Bulgaria",47.7700004577637,NA,NA,"Yes",23.8,64.4670028686523,NA,23.8
"265",2017,"HRV","Croatia",45.4860000610352,NA,NA,"Yes",18.5,65.4140014648438,NA,18.5
"266",2017,"CYP","Cyprus",58.0779991149902,NA,NA,"Yes",17.9,79.427001953125,NA,17.9
"267",2017,"CZE","Czech Republic",51.9580001831055,NA,NA,"Yes",21.1,59.265998840332,NA,21.1
"268",2017,"DNK","Denmark",59.1809997558594,NA,NA,"Yes",37.4,78.625,NA,37.4
"269",2017,"EST","Estonia",56.3629989624023,NA,NA,"Yes",26.7,66.2109985351563,NA,26.7
"270",2017,"FIN","Finland",54.806999206543,NA,NA,"Yes",42,73.8330001831055,NA,42
"271",2017,"FRA","France",50.5639991760254,NA,NA,"Yes",35.4,76.7600021362305,NA,35.4
"272",2017,"DEU","Germany",55.0270004272461,NA,NA,"No",31.5,71.4570007324219,NA,31.5
"273",2017,"GRC","Greece",45.5,NA,NA,"Yes",18.3,72.5739974975586,NA,18.3
"274",2017,"HUN","Hungary",47.9109992980957,NA,NA,"Yes",10.1,64.8359985351563,NA,10.1
"275",2017,"IRL","Ireland",52.976001739502,NA,NA,"Yes",24.3,75.4889984130859,NA,24.3
"276",2017,"ITA","Italy",39.5299987792969,NA,NA,"Yes",30.1,69.7620010375977,NA,30.1
"277",2017,"LVA","Latvia",55.2089996337891,NA,NA,"Yes",16,68.4550018310547,NA,16
"278",2017,"LTU","Lithuania",55.9059982299805,NA,NA,"Yes",21.3,67.1699981689453,NA,21.3
"279",2017,"LUX","Luxembourg",52.2690010070801,NA,NA,"Yes",28.3,87.0899963378906,NA,28.3
"280",2017,"MLT","Malta",42.3040008544922,NA,NA,"Yes",11.9,79.3369979858398,NA,11.9
"281",2017,"NLD","Netherlands",57.9659996032715,NA,NA,"Yes",35.6,81.25,NA,35.6
"282",2017,"POL","Poland",48.7840003967285,NA,NA,"Yes",25.5,58.1110000610352,NA,25.5
"283",2017,"PRT","Portugal",53.3120002746582,NA,NA,"Yes",34.8,68.3430023193359,NA,34.8
"284",2017,"ROU","Romania",44.1040000915527,NA,NA,"Yes",18.7,47.9560012817383,NA,18.7
"285",2017,"SVK","Slovak Republic",52.4529991149902,NA,NA,"Yes",20,60.7519989013672,NA,20
"286",2017,"SVN","Slovenia",51.734001159668,NA,NA,"No",28.7,62.484001159668,NA,28.7
"287",2017,"ESP","Spain",52.1520004272461,NA,NA,"Yes",38.6,76.3639984130859,NA,38.6
"288",2017,"SWE","Sweden",60.7569999694824,NA,NA,"Yes",43.6,79.995002746582,NA,43.6
"289",2017,"GBR","United Kingdom",56.8160018920898,NA,NA,"Yes",28.5,80.5299987792969,NA,28.5
"290",2017,"USA","United States",55.7350006103516,NA,56.22193335,"Yes",19.7,79.4459991455078,NA,19.7
