"","year","country","female_managers","male_managers","avg_firmsize","female_hours","male_hours","female_pt","male_pt"
"111",2015,"ES",NA,NA,NA,36.6195028680688,40.5965665236051,"9%","3%"
"112",2015,"FI",0.34968116186883,0.65031883813117,NA,40.7652173913043,43.5096153846154,"6%","2%"
"113",2015,"FR",0.313466141915886,0.686533858084114,NA,NA,NA,"10%","3%"
"114",2015,"IE",0.341302050311135,0.658697949688865,NA,NA,NA,"14%","4%"
"115",2015,"IT",0.256168037064051,0.743831962935949,30.1787967006308,NA,NA,"13%","3%"
"116",2015,"NL",0.251272306498819,0.748727693501181,NA,33.6028169014085,40.2137330754352,"41%","9%"
"117",2015,"NO",0.35881240375534,0.64118759624466,NA,37.7131979695431,39.5126404494382,"8%","4%"
"118",2015,"PT",0.321986892521971,0.678013107478028,29.3594902749832,NA,NA,"5%","3%"
"119",2015,"SE",0.382479016163146,0.617520983836854,NA,NA,NA,"10%","5%"
"120",2015,"UK",0.355667820039361,0.644332179960639,NA,NA,NA,"23%","6%"
"121",2016,"AT",0.312584594521623,0.687415405478377,11.8490338164251,42.8140293637847,47.2700754975978,"18%","3%"
"122",2016,"BE",0.32234125139491,0.67765874860509,26.1120807199345,NA,NA,"16%","5%"
"123",2016,"CH",0.360335894678136,0.639664105321864,NA,34.5316742081448,41.463996763754,"43%","12%"
"124",2016,"DE",0.291812539326477,0.708187460673523,NA,40.3700195040401,45.6502859810902,"18%","4%"
"125",2016,"DK",NA,NA,NA,39.9649446494465,42.6807511737089,"5%","4%"
"126",2016,"ES",NA,NA,NA,36.4144736842105,39.5140712945591,"6%","3%"
"127",2016,"FI",0.29508876954681,0.70491123045319,NA,41.6198347107438,44.6619217081851,"4%","4%"
"128",2016,"FR",0.345070830168974,0.654929169831026,NA,NA,NA,"10%","3%"
"129",2016,"IE",0.357432806988924,0.642567193011076,NA,NA,NA,"13%","4%"
"130",2016,"IT",0.266850762222073,0.733149237777927,29.7866195466732,NA,NA,"13%","3%"
"131",2016,"NL",0.249949248935415,0.750050751064585,NA,34.2611832611833,39.8667015159435,"39%","11%"
"132",2016,"NO",0.355760210221218,0.644239789778782,NA,37.5795724465558,NA,"9%","6%"
"133",2016,"PT",0.354797423417005,0.645202576582995,28.7648769574944,NA,NA,"4%","4%"
"134",2016,"SE",0.381961088370002,0.618038911629998,NA,NA,NA,"10%","6%"
"135",2016,"UK",0.354503506477,0.645496493523,NA,NA,NA,"25%","6%"
